variables = x,u,v,Ttr,p,rho,Mach,h
  zone T="Exact   2.0000000000000001E-004 sec" , i=         1001  f=point 
 -2.1750000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1700000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1650000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1600000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1550000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1500000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1450000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1400000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1350000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1300000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1250000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1200000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1150000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1100000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1050000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.1000000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0950000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0900000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0850000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0800000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0750000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0700000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0650000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0600000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0550000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0500000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0450000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0400000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0350000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0300000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0250000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0200000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0150000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0100000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0050000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -2.0000000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9950000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9900000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9850000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9800000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9750000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9700000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9650000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9600000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9550000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9500000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9450000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9400000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9350000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9300000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9250000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9200000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9150000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9100000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9050000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.9000000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8950000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8900000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8850000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8800000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8750000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8700000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8650000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8600000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8550000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8500000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8450000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8400000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8350000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8300000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8250000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8200000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8150000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8100000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8050000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
 -1.8000000000D-01  0.0000000000D+00  0.0000000000D+00  3.0000000000D+02  8.6608956250D+02  1.0000000000D-02  0.0000000000D+00  0.0000000000D+00
