Variables = mach, temperature_ratio(TbyT0),pressure_ratio(pbyp0),density_ratio(rhobyrho0) 
 zone t=gamma1.2 i= 500 f=point
1.000000000000000056e-01	9.990009990009991458e-01	9.940209441257491507e-01	9.950149650698747461e-01
1.398797595190380827e-01	9.980471862308969433e-01	9.883401708872149305e-01	9.902739915731435527e-01
1.797595190380761321e-01	9.967790595126309050e-01	9.808293072422826775e-01	9.839987085220803786e-01
2.196392785571142092e-01	9.951990193404200991e-01	9.715376520298265595e-01	9.762244869108940293e-01
2.595190380761522864e-01	9.933100438301283308e-01	9.605256374011387210e-01	9.669947901638289434e-01
2.993987975951903913e-01	9.911156747713704140e-01	9.478640852550211937e-01	9.563607047922771942e-01
3.392785571142283851e-01	9.886200011657728659e-01	9.336333478320240076e-01	9.443803956333990390e-01
3.791583166332664900e-01	9.858276403929321363e-01	9.179223487273180382e-01	9.311184948734563260e-01
4.190380761523045949e-01	9.827437171640840408e-01	9.008275421017648554e-01	9.166454349881719699e-01
4.589178356713425888e-01	9.793738404397961395e-01	8.824518089268645893e-01	9.010367364219082909e-01
4.987975951903806937e-01	9.757240785019613005e-01	8.629033096784035628e-01	8.843722612679882911e-01
5.386773547094187986e-01	9.718009323818788125e-01	8.422943129984747923e-01	8.667354444021946325e-01
5.785571142284567925e-01	9.676113078551470403e-01	8.207400194937656268e-01	8.482125134658219379e-01
6.184368737474948974e-01	9.631624862204494208e-01	7.983573990611553262e-01	8.288917088060535621e-01
6.583166332665330023e-01	9.584620940830697045e-01	7.752640589728821974e-01	8.088625139782421591e-01
6.981963927855709962e-01	9.535180723651904833e-01	7.515771584655944748e-01	7.882149067204526904e-01
7.380761523046091011e-01	9.483386447637830452e-01	7.274123838202727343e-01	7.670386394529564722e-01
7.779559118236472059e-01	9.429322858733210078e-01	7.028829959574596220e-01	7.454225573647278447e-01
8.178356713426851998e-01	9.373076891847936798e-01	6.780989604704357188e-01	7.234539610575476676e-01
8.577154308617233047e-01	9.314737351647504049e-01	6.531661678432744145e-01	7.012180195588106901e-01
8.975951903807614096e-01	9.254394596085598890e-01	6.281857494134041042e-01	6.787972383186606784e-01
9.374749498997994035e-01	9.192140224509705027e-01	6.032534924971015844e-01	6.562709856063779768e-01
9.773547094188375084e-01	9.128066772046169453e-01	5.784593560523002553e-01	6.337150795432135997e-01
1.017234468937875613e+00	9.062267411835848163e-01	5.538870863499280039e-01	6.112014368793833308e-01
1.057114228456913718e+00	8.994835666547610353e-01	5.296139303980254009e-01	5.887977835634004009e-01
1.096993987975951823e+00	8.925865130447087070e-01	5.057104433389042475e-01	5.665674261802046141e-01
1.136873747494989928e+00	8.855449203144181158e-01	4.822403847366242280e-01	5.445690824643901751e-01
1.176753507014028033e+00	8.783680835987452973e-01	4.592606976000136454e-01	5.228567683361003970e-01
1.216633266533066138e+00	8.710652291918561385e-01	4.368215631475090288e-01	5.014797382657287805e-01
1.256513026052104021e+00	8.636454919447171807e-01	4.149665237095537251e-01	4.804824752516813624e-01
1.296392785571142126e+00	8.561178941258106301e-01	3.937326657717377665e-01	4.599047262921441281e-01
1.336272545090180230e+00	8.484913257819317600e-01	3.731508549719286250e-01	4.397815789431310796e-01
1.376152304609218335e+00	8.407745266222909075e-01	3.532460148583563830e-01	4.201435743747841678e-01
1.416032064128256440e+00	8.329760694362851048e-01	3.340374413713014801e-01	4.010168522576652572e-01
1.455911823647294545e+00	8.251043450433340753e-01	3.155391453054937068e-01	3.824233228209721336e-01
1.495791583166332650e+00	8.171675487621280487e-01	2.977602154195964634e-01	3.643808615144510932e-01
1.535671342685370533e+00	8.091736683765955451e-01	2.807051953594897897e-01	3.469035218640449947e-01
1.575551102204408638e+00	8.011304735668481891e-01	2.643744681305077449e-01	3.300017623264804301e-01
1.615430861723446743e+00	7.930455067653661150e-01	2.487646424688585156e-01	3.136826832088200900e-01
1.655310621242484848e+00	7.849260753916892375e-01	2.338689361043994053e-01	2.979502700145303384e-01
1.695190380761522952e+00	7.767792454129054391e-01	2.196775515582369276e-01	2.828056398976841468e-01
1.735070140280561057e+00	7.686118361722241721e-01	2.061780407640102786e-01	2.682472882421388927e-01
1.774949899799598940e+00	7.604304164238581132e-01	1.933556554283153983e-01	2.542713327244664478e-01
1.814829659318637045e+00	7.522413015092596078e-01	1.811936806430809177e-01	2.408717525607048104e-01
1.854709418837675150e+00	7.440505516074304992e-01	1.696737498226258134e-01	2.280406209713390642e-01
1.894589178356713255e+00	7.358639709904556403e-01	1.587761395545466692e-01	2.157683292210076653e-01
1.934468937875751360e+00	7.276871082145787151e-01	1.484800434224727295e-01	2.040438008951084570e-01
1.974348697394789465e+00	7.195252571769438221e-01	1.387638242777269326e-01	1.928546953614478920e-01
2.014228456913827348e+00	7.113834589685283927e-01	1.296052448052633643e-01	1.821875996290168165e-01
2.054108216432865230e+00	7.032665044547096178e-01	1.209816765473894357e-01	1.720282080563395599e-01
2.093987975951903557e+00	6.951789375162866769e-01	1.128702878182699793e-01	1.623614895778191791e-01
2.133867735470941884e+00	6.871250588855533081e-01	1.052482111654147456e-01	1.531718423078858582e-01
2.173747494989979767e+00	6.791089305141233545e-01	9.809269121427911797e-02	1.444432355498807274e-01
2.213627254509017650e+00	6.711343804116057798e-01	9.138121387220400627e-02	1.361593393802296714e-01
2.253507014028055977e+00	6.632050078968355633e-01	8.509161797190742393e-02	1.283036420996745419e-01
2.293386773547093860e+00	6.553241892061667517e-01	7.920219050648574788e-02	1.208595559434912370e-01
2.333266533066132187e+00	6.474950834062501714e-01	7.369174665127134483e-02	1.138105115232756342e-01
2.373146292585170070e+00	6.397206385617469904e-01	6.853969578674239116e-02	1.071400415356879438e-01
2.413026052104207952e+00	6.320035981114804358e-01	6.372609473463029806e-02	1.008318543202178508e-01
2.452905811623246279e+00	6.243465074096344880e-01	5.923168939990115095e-02	9.486989788034351501e-02
2.492785571142284162e+00	6.167517203916728086e-01	5.503794597755938545e-02	8.923841500208078148e-02
2.532665330661322489e+00	6.092214063277014979e-01	5.112707283819096366e-02	8.392199011255623009e-02
2.572545090180360372e+00	6.017575566289832256e-01	4.748203415243602843e-02	7.890558852044682325e-02
2.612424849699398699e+00	5.943619916762158395e-01	4.408655625449785231e-02	7.417458867140079570e-02
2.652304609218436582e+00	5.870363676410115250e-01	4.092512768040372506e-02	6.971480803627234935e-02
2.692184368737474465e+00	5.797821832747176440e-01	3.798299374978048731e-02	6.551252322940569195e-02
2.732064128256512792e+00	5.726007866413206360e-01	3.524614649190131038e-02	6.155448492944463196e-02
2.771943887775550674e+00	5.654933817736501611e-01	3.270131064893715828e-02	5.782792814722365754e-02
2.811823647294589001e+00	5.584610352344414608e-01	3.033592642272952417e-02	5.432057835511215627e-02
2.851703406813626884e+00	5.515046825660325780e-01	2.813812956680689786e-02	5.102065396051803925e-02
2.891583166332665211e+00	5.446251346145524197e-01	2.609672936342389421e-02	4.791686557377366346e-02
2.931462925851703094e+00	5.378230837164016398e-01	2.420118496658701587e-02	4.499841248790371895e-02
2.971342685370740977e+00	5.310991097366417613e-01	2.244158053667041561e-02	4.225497675527758318e-02
3.011222444889779304e+00	5.244536859505927184e-01	2.080859954054112976e-02	3.967671521428004638e-02
3.051102204408817187e+00	5.178871847614908708e-01	1.929349854321065275e-02	3.725424978819688593e-02
3.090981963927855514e+00	5.113998832484917267e-01	1.788808077294604115e-02	3.497865634876207858e-02
3.130861723446893397e+00	5.049919685406113468e-01	1.658466970146732500e-02	3.284145240843289182e-02
3.170741482965931279e+00	4.986635430133951052e-01	1.537608284423703890e-02	3.083458387858124816e-02
3.210621242484969606e+00	4.924146293061890112e-01	1.425560595278119701e-02	2.895041110550941599e-02
3.250501002004007489e+00	4.862451751588688365e-01	1.321696774130057261e-02	2.718169437256061013e-02
3.290380761523045816e+00	4.801550580677623747e-01	1.225431526334999285e-02	2.552157903462216534e-02
3.330260521042083699e+00	4.741440897612929639e-01	1.136219003088049552e-02	2.396358043100520543e-02
3.370140280561122026e+00	4.682120204965702359e-01	1.053550494724069496e-02	2.250156870399671466e-02
3.410020040080159909e+00	4.623585431787742284e-01	9.769522107607403125e-03	2.112975363327491973e-02
3.449899799599197792e+00	4.565832973057248889e-01	9.059831504548131534e-03	1.984266958079662982e-02
3.489779559118236119e+00	4.508858727404978506e-01	8.402330662799502303e-03	1.863516062663459621e-02
3.529659318637274001e+00	4.452658133153611364e-01	7.793205215676631166e-03	1.750236596349036278e-02
3.569539078156312328e+00	4.397226202706469023e-01	7.228910425613569411e-03	1.643970560614829018e-02
3.609418837675350211e+00	4.342557555324733642e-01	6.706153642995186896e-03	1.544286646189011944e-02
3.649298597194388538e+00	4.288646448334678118e-01	6.221877690502384227e-03	1.450778879876749375e-02
3.689178356713426421e+00	4.235486806808406723e-01	5.773245154498623730e-03	1.363065314055121255e-02
3.729058116232464304e+00	4.183072251763143568e-01	5.357623560388121049e-03	1.280786761005600800e-02
3.768937875751502631e+00	4.131396126925265255e-01	4.972571405240223605e-03	1.203605573629898048e-02
3.808817635270540514e+00	4.080451524106107897e-01	4.615825018177290018e-03	1.131204473551113837e-02
3.848697394789578841e+00	4.030231307237097660e-01	4.285286216952995629e-03	1.063285427131166298e-02
3.888577154308616723e+00	3.980728135112008848e-01	3.979010727703020077e-03	9.995685695303227133e-03
3.928456913827654606e+00	3.931934482884137383e-01	3.695197333940388688e-03	9.397911765889603586e-03
3.968336673346692933e+00	3.883842662366011611e-01	3.432177720412101299e-03	8.837066840192853850e-03
4.008216432865730816e+00	3.836444841178840992e-01	3.188406977359458955e-03	8.310837531498938349e-03
4.048096192384768699e+00	3.789733060798338715e-01	2.962454730968473032e-03	7.817053822636275962e-03
4.087975951903806582e+00	3.743699253542896455e-01	2.752996866302465703e-03	7.353680624043538658e-03
4.127855711422844465e+00	3.698335258549225180e-01	2.558807809726762385e-03	6.918809763965329089e-03
4.167735470941883236e+00	3.653632836779676651e-01	2.378753338722614571e-03	6.510652397188478741e-03
4.207615230460921119e+00	3.609583685104455486e-01	2.211783888006870012e-03	6.127531817960509518e-03
4.247494989979959001e+00	3.566179449500829768e-01	2.056928321992611362e-03	5.767876662181222087e-03
4.287374749498996884e+00	3.523411737410331868e-01	1.913288144817324983e-03	5.430214483600404561e-03
4.327254509018034767e+00	3.481272129293750406e-01	1.780032120404625908e-03	5.113165688560356546e-03
