Variables = mach, cp 
 zone t=Isentropic i= 100 f=point
1.000000000000000008e-50	0.000000000000000000e+00
5.050505050505050414e-02	1.000637852701262709e+00
1.010101010101010083e-01	1.002553363341074810e+00
1.515151515151515194e-01	1.005752393256718058e+00
2.020202020202020166e-01	1.010244723771973607e+00
2.525252525252525415e-01	1.016044074801132124e+00
3.030303030303030387e-01	1.023168130821364930e+00
3.535353535353535359e-01	1.031638574140553821e+00
4.040404040404040331e-01	1.041481125368342697e+00
4.545454545454545303e-01	1.052725590979942893e+00
5.050505050505050830e-01	1.065405917845117623e+00
5.555555555555555802e-01	1.079560254578901146e+00
6.060606060606060774e-01	1.095231019556074825e+00
6.565656565656565746e-01	1.112464975418812507e+00
7.070707070707070718e-01	1.131313309895447317e+00
7.575757575757575690e-01	1.151831722738881680e+00
8.080808080808080662e-01	1.174080518585124411e+00
8.585858585858585634e-01	1.198124705526181888e+00
9.090909090909090606e-01	1.224034099186727342e+00
9.595959595959595578e-01	1.251883432090850734e+00
1.010101010101010166e+00	1.281752468103317444e+00
1.060606060606060552e+00	1.313726121729402507e+00
1.111111111111111160e+00	1.347894582058115187e+00
1.161616161616161547e+00	1.384353441135595775e+00
1.212121212121212155e+00	1.423203826558345764e+00
1.262626262626262541e+00	1.464552538079795463e+00
1.313131313131313149e+00	1.508512188028310774e+00
1.363636363636363535e+00	1.555201345339934482e+00
1.414141414141414144e+00	1.604744683014976081e+00
1.464646464646464530e+00	1.657273128813764540e+00
1.515151515151515138e+00	1.712924019013448707e+00
1.565656565656565524e+00	1.771841255054549480e+00
1.616161616161616132e+00	1.834175462912938759e+00
1.666666666666666741e+00	1.900084155040021816e+00
1.717171717171717127e+00	1.969731894721012067e+00
1.767676767676767735e+00	2.043290462708268862e+00
1.818181818181818121e+00	2.120939025993710647e+00
1.868686868686868729e+00	2.202864308591210740e+00
1.919191919191919116e+00	2.289260764206628274e+00
1.969696969696969724e+00	2.380330750679718665e+00
2.020202020202020332e+00	2.476284706088553111e+00
2.070707070707070496e+00	2.577341326413184586e+00
2.121212121212121104e+00	2.683727744661295045e+00
2.171717171717171713e+00	2.795679711364154940e+00
2.222222222222222321e+00	2.913441776356725299e+00
2.272727272727272485e+00	3.037267471760888515e+00
2.323232323232323093e+00	3.167419496095709608e+00
2.373737373737373701e+00	3.304169899443330394e+00
2.424242424242424310e+00	3.447800269603539025e+00
2.474747474747474918e+00	3.598601919174252206e+00
2.525252525252525082e+00	3.756876073499061608e+00
2.575757575757575690e+00	3.922934059426865350e+00
2.626262626262626299e+00	4.097097494831938747e+00
2.676767676767676907e+00	4.279698478846290399e+00
2.727272727272727071e+00	4.471079782759154853e+00
2.777777777777777679e+00	4.671595041541440452e+00
2.828282828282828287e+00	4.881608945955630219e+00
2.878787878787878896e+00	5.101497435214350951e+00
2.929292929292929060e+00	5.331647890153008440e+00
2.979797979797979668e+00	5.572459326884366959e+00
3.030303030303030276e+00	5.824342590904903361e+00
3.080808080808080884e+00	6.087720551624775212e+00
3.131313131313131048e+00	6.363028297295132418e+00
3.181818181818181657e+00	6.650713330308183124e+00
3.232323232323232265e+00	6.951235762846956767e+00
3.282828282828282873e+00	7.265068512863414263e+00
3.333333333333333481e+00	7.592697500364692154e+00
3.383838383838383645e+00	7.934621843988799661e+00
3.434343434343434254e+00	8.291354057852156956e+00
3.484848484848484862e+00	8.663420248652579758e+00
3.535353535353535470e+00	9.051360313012347447e+00
3.585858585858585634e+00	9.455728135047012373e+00
3.636363636363636243e+00	9.877091784146461606e+00
3.686868686868686851e+00	1.031603371295565630e+01
3.737373737373737459e+00	1.077315095554336466e+01
3.787878787878787623e+00	1.124905532574767264e+01
3.838383838383838231e+00	1.174437361568818794e+01
3.888888888888888840e+00	1.225974779443500751e+01
3.939393939393939448e+00	1.279583520682560582e+01
3.989898989898989612e+00	1.335330877242101444e+01
4.040404040404040664e+00	1.393285718459337197e+01
4.090909090909090828e+00	1.453518510973731814e+01
4.141414141414140992e+00	1.516101338659843023e+01
4.191919191919192045e+00	1.581107922571177937e+01
4.242424242424242209e+00	1.648613640894474841e+01
4.292929292929293261e+00	1.718695548913824567e+01
4.343434343434343425e+00	1.791432398984066410e+01
4.393939393939393590e+00	1.866904660512982161e+01
4.444444444444444642e+00	1.945194539951791057e+01
4.494949494949494806e+00	2.026386000793463893e+01
4.545454545454544970e+00	2.110564783578509207e+01
4.595959595959596022e+00	2.197818425907746942e+01
4.646464646464646187e+00	2.288236282461743798e+01
4.696969696969697239e+00	2.381909545026556430e+01
4.747474747474747403e+00	2.478931262525420465e+01
4.797979797979797567e+00	2.579396361056098996e+01
4.848484848484848619e+00	2.683401663933597447e+01
4.898989898989898784e+00	2.791045911737928265e+01
4.949494949494949836e+00	2.902429782366723288e+01
5.000000000000000000e+00	3.017655911092380805e+01
