Variables = mach, p2_by_p1 
 zone t=flow i= 200 f=point
1.000000000000000000e+00	1.000000000000000000e+00
1.045226130653266416e+00	9.998902141084453632e-01
1.090452261306532611e+00	9.991927739273868125e-01
1.135678391959799027e+00	9.974879684912991706e-01
1.180904522613065222e+00	9.944948669092402715e-01
1.226130653266331638e+00	9.900364584568126514e-01
1.271356783919598055e+00	9.840148292468219315e-01
1.316582914572864471e+00	9.763928292823735866e-01
1.361809045226130666e+00	9.671800979183534652e-01
1.407035175879396860e+00	9.564221299626862738e-01
1.452261306532663276e+00	9.441915456897778114e-01
1.497487437185929693e+00	9.305810184994094403e-01
1.542713567839196109e+00	9.156974926310310625e-01
1.587939698492462304e+00	8.996574350879905646e-01
1.633165829145728720e+00	8.825829369334592389e-01
1.678391959798994915e+00	8.645985250241319253e-01
1.723618090452261331e+00	8.458285755474517220e-01
1.768844221105527748e+00	8.263952412723550855e-01
1.814070351758793942e+00	8.064168188474692966e-01
1.859296482412060358e+00	7.860064930537125072e-01
1.904522613065326553e+00	7.652714030569480741e-01
1.949748743718592969e+00	7.443119822896447912e-01
1.994974874371859386e+00	7.232215291581189920e-01
2.040201005025125802e+00	7.020859706490611973e-01
2.085427135678392219e+00	6.809837852870571639e-01
2.130653266331658635e+00	6.599860558826216028e-01
2.175879396984924607e+00	6.391566261674633820e-01
2.221105527638191024e+00	6.185523387717565269e-01
2.266331658291457440e+00	5.982233350736667621e-01
2.311557788944723413e+00	5.782134002538673601e-01
2.356783919597989829e+00	5.585603394250316933e-01
2.402010050251256246e+00	5.392963729862785272e-01
2.447236180904522662e+00	5.204485413851713815e-01
2.492462311557789079e+00	5.020391112668984857e-01
2.537688442211055495e+00	4.840859765654572100e-01
2.582914572864321912e+00	4.666030494603488066e-01
2.628140703517587884e+00	4.496006373007349621e-01
2.673366834170854300e+00	4.330858026041577435e-01
2.718592964824120717e+00	4.170627040857201040e-01
2.763819095477386689e+00	4.015329173827276721e-01
2.809045226130653106e+00	3.864957347252805930e-01
2.854271356783919522e+00	3.719484432803382701e-01
2.899497487437185939e+00	3.578865822794830009e-01
2.944723618090452355e+00	3.443041793421082186e-01
2.989949748743718771e+00	3.311939666377542446e-01
3.035175879396985188e+00	3.185475777045906343e-01
3.080402010050251160e+00	3.063557258650014270e-01
3.125628140703517577e+00	2.946083652622966120e-01
3.170854271356783993e+00	2.832948355920374417e-01
3.216080402010050410e+00	2.724039916237094294e-01
3.261306532663316826e+00	2.619243186089633690e-01
3.306532663316582799e+00	2.518440346560354426e-01
3.351758793969849215e+00	2.421511811202295417e-01
3.396984924623115631e+00	2.328337020207772723e-01
3.442211055276382048e+00	2.238795134477931659e-01
3.487437185929648464e+00	2.152765638716509500e-01
3.532663316582914881e+00	2.070128862128037817e-01
3.577889447236180853e+00	1.990766424743433405e-01
3.623115577889447270e+00	1.914561616836253921e-01
3.668341708542713686e+00	1.841399718340382408e-01
3.713567839195980103e+00	1.771168264641222456e-01
3.758793969849246519e+00	1.703757264593540599e-01
3.804020100502512491e+00	1.639059376123094269e-01
3.849246231155778908e+00	1.576970044299279561e-01
3.894472361809045324e+00	1.517387606323353233e-01
3.939698492462311741e+00	1.460213367462441514e-01
3.984924623115578157e+00	1.405351651573580885e-01
4.030150753768843686e+00	1.352709829504129269e-01
4.075376884422110990e+00	1.302198328324350729e-01
4.120603015075376518e+00	1.253730624043928321e-01
4.165829145728643823e+00	1.207223220185161400e-01
4.211055276381909351e+00	1.162595614330819010e-01
4.256281407035175768e+00	1.119770254532074794e-01
4.301507537688442184e+00	1.078672487250783713e-01
4.346733668341708601e+00	1.039230498318665652e-01
4.391959798994975017e+00	1.001375248222685643e-01
