Variables = beta, theta, mach2  
 zone t=Oblique_mach1.1 i= 100 f=point
1.000000000000000000e+00	-8.754871230877907351e+01	0.000000000000000000e+00
1.898989898989899006e+00	-8.534854694554032051e+01	0.000000000000000000e+00
2.797979797979798011e+00	-8.315489149072128328e+01	0.000000000000000000e+00
3.696969696969697239e+00	-8.097074614023549088e+01	0.000000000000000000e+00
4.595959595959596022e+00	-7.879901975009506998e+01	0.000000000000000000e+00
5.494949494949494806e+00	-7.664250421226319077e+01	0.000000000000000000e+00
6.393939393939394478e+00	-7.450385169406568764e+01	0.000000000000000000e+00
7.292929292929293261e+00	-7.238555517988541510e+01	0.000000000000000000e+00
8.191919191919192045e+00	-7.028993261468153264e+01	0.000000000000000000e+00
9.090909090909091717e+00	-6.821911480624285673e+01	0.000000000000000000e+00
9.989898989898989612e+00	-6.617503710544386308e+01	0.000000000000000000e+00
1.088888888888888928e+01	-6.415943475835237564e+01	0.000000000000000000e+00
1.178787878787878896e+01	-6.217384171638327217e+01	0.000000000000000000e+00
1.268686868686868685e+01	-6.021959260442912409e+01	0.000000000000000000e+00
1.358585858585858652e+01	-5.829782748373322931e+01	0.000000000000000000e+00
1.448484848484848442e+01	-5.640949900614845802e+01	0.000000000000000000e+00
1.538383838383838409e+01	-5.455538153784969779e+01	0.000000000000000000e+00
1.628282828282828376e+01	-5.273608183096676072e+01	0.000000000000000000e+00
1.718181818181818343e+01	-5.095205083773405619e+01	0.000000000000000000e+00
1.808080808080807955e+01	-4.920359629006086521e+01	0.000000000000000000e+00
1.897979797979797922e+01	-4.749089570436824204e+01	0.000000000000000000e+00
1.987878787878787890e+01	-4.581400951382011044e+01	0.000000000000000000e+00
2.077777777777777857e+01	-4.417289407480728158e+01	9.760498914811373439e+00
2.167676767676767824e+01	-4.256741433934048047e+01	6.397044293233904888e+00
2.257575757575757791e+01	-4.099735602801239054e+01	5.099309399871607695e+00
2.347474747474747403e+01	-3.946243717805778317e+01	4.362598462997056892e+00
2.437373737373737370e+01	-3.796231897689521873e+01	3.872612507404354254e+00
2.527272727272727337e+01	-3.649661582289063944e+01	3.516710589902640294e+00
2.617171717171717304e+01	-3.506490458178394931e+01	3.243178929016153678e+00
2.707070707070707272e+01	-3.366673302934560752e+01	3.024495625778452101e+00
2.796969696969696884e+01	-3.230162748864585609e+01	2.844483715956235503e+00
2.886868686868686851e+01	-3.096909968419787873e+01	2.692927253481183225e+00
2.976767676767676818e+01	-2.966865284562244298e+01	2.563014187055579818e+00
3.066666666666666785e+01	-2.839978710084201552e+01	2.450004157808711280e+00
3.156565656565656752e+01	-2.716200420361466072e+01	2.350483048818776233e+00
3.246464646464646364e+01	-2.595481164290221798e+01	2.261921386052864857e+00
